Date_Time,wnd_sp,wnd_dir
9/7/2021 2:02,0.0000,0
9/7/2021 3:02,0.4500,138
9/7/2021 4:02,0.8900,127
9/7/2021 5:02,0.4500,164
9/7/2021 6:02,0.0000,0
9/7/2021 7:02,0.4500,143
9/7/2021 8:02,1.3400,108
9/7/2021 9:02,0.0000,0
9/7/2021 10:02,0.8900,255
9/7/2021 11:02,0.4500,216
9/7/2021 12:02,1.7900,263
9/7/2021 13:02,1.3400,6
9/7/2021 14:02,1.7900,330
9/7/2021 15:02,3.5800,325
9/7/2021 16:02,3.5800,335
9/7/2021 17:02,2.2400,330
9/7/2021 18:02,2.2400,291
9/7/2021 19:02,1.3400,337
9/7/2021 20:02,0.0000,0
9/7/2021 21:02,0.4500,128
9/7/2021 22:02,0.8900,130
9/7/2021 23:02,0.4500,139
9/8/2021 0:02,0.4500,130
9/8/2021 1:02,0.4500,150
9/8/2021 2:02,0.0000,0
9/8/2021 3:02,0.0000,0
9/8/2021 4:02,0.8900,168
9/8/2021 5:02,0.0000,0
9/8/2021 6:02,0.8900,145
9/8/2021 7:02,0.4500,168
9/8/2021 8:02,0.4500,139
9/8/2021 9:02,0.0000,0
9/8/2021 10:02,0.8900,245
9/8/2021 11:02,1.7900,308
9/8/2021 12:02,2.2400,343
9/8/2021 13:02,2.2400,310
9/8/2021 14:02,2.2400,346
9/8/2021 15:02,3.1300,339
9/8/2021 16:02,2.2400,308
9/8/2021 17:02,2.6800,320
9/8/2021 18:02,2.2400,316
9/8/2021 19:02,1.3400,307
9/8/2021 20:02,0.0000,0
9/8/2021 21:02,0.8900,129
9/8/2021 22:02,0.4500,142
9/8/2021 23:02,0.0000,0
9/9/2021 0:02,0.4500,172
9/9/2021 1:02,0.8900,146
9/9/2021 2:02,1.3400,123
9/9/2021 3:02,0.8900,152
9/9/2021 4:02,0.4500,127
9/9/2021 5:02,0.0000,0
9/9/2021 6:02,0.0000,0
9/9/2021 7:02,0.0000,0
9/9/2021 8:02,0.4500,157
9/9/2021 9:02,0.0000,0
9/9/2021 10:02,2.2400,334
